File	Left Context	Hit	Right Context
wiki_corpus.txt	dúwelemen", "Hákke qayda", "Ayqulash" qosıqların keltirip ótiwge boladı. Mısalı: Túlki-túlki, túlkishek, Túnde qayda barasań, Mamamnıń úyine baraman, Mamań saǵan ne berer? Eshki sawıp sút 	berer...  	Kategoriya:Qaraqalpaq ádebiyatı Kategoriya:Qaraqalpaq folklorı  TITLE: Berdaq Berdaq Ǵarǵabay ulı (1827—1900) — qaraqalpaq klassik shayırlarınıń ishinde óziniń ómir bayanına tiyisli bazıbir dereklerdi qolı menen jazıp 
wiki_corpus.txt	eline, óz xalqına dóretiwshilik jaqtan belsendilik penen xızmet etken shayır boldı. Onıń qosıqlarınıń kópshiligi óz zamanlaslarınıń qosıqlarındaǵıday arnaw, táriplik qosıqlardan hám yumor-satiralıq shıǵarmalardan ibarat 	boldı. 	Kategoriya:Qaraqalpaq shayırları  TITLE: Aytıslar Aytıs — qaraqalpaq xalq kórkem awızeki dóretpeleriniń belgili bir janrı retinde erteden tilge alınıp keldi. 1939-jılları O.Kojurov hám Q.
wiki_corpus.txt	áyyemgi Greciya alımlarınıń tutqan ornın ashıp kórsetken. Solay etip, Alisher Nawayının, qálemi menen túrki tilinde payda bolǵan Xamsa pútkil dúnya ádebiyatınıń eń jarqın ǵáziynelerinen orın 	aldı.  	Kategoriya:Alfavit boyınsha shayırlar  TITLE: Áyyemgi Olimpiyada oyınları Áyyemgi Gretsiyada Olimpiyada oyınlarınıń payda bolıwı - Áyyemgi Olimpiada oyınları b.e.sh. 776-jılı payda boldı. Áyyemgi 
wiki_corpus.txt	antropologiya / primatologiya, ixtiologiya, limnologiya, malakologiya, mammalogiya, suw biologiyası, mikrobiologiya / bakteriologiya, molekulyar biologiya, mikologiya / lixenologiya, nematologiya, neyrobiologiya / neyroilim, ornitologiya, paleontologiya, algologiya, filogenetika, fiziologiya, fitopatalogiya, taksonomiya, virusologiya, 	zoologiya. 	Kategoriya:Biologiya  TITLE: Bir kletkalılar Bir kletkalı haywanlar — ápiwayılar XVII ásirdiń ekinshi yarımında, ásirese mikroskop payda bolǵannan keyin belgili bola baslaydı. 1845-jılı eń birinshi 
wiki_corpus.txt	hám balshıqta ómir keshiretuǵın haywanlar kislorodtı az talap qıladı. Bir kletkalılardıń 70 mıńnan ziyat turi málim bolıp, olar sarkadalılar, mastigoforalar, sporalılar, miksosporidiyalar, mikrosporidiyalar hám infuzoriyalar tiplerine 	ajıratıladı. 	Kategoriya:Haywanlar
wiki_corpus.txt	qaladı. Onı xannıń qızı Minayım menen qosıp murat-maqsetine jetkeredi. Dástan usılay tamam boladı.  TITLE: Astana Astana — Qazaqstannıń paytaxtı. Xalqı: 1 006 574 adam (2017-jıl). Derekler  Kategoriya:Qazaqstan 	qalaları 	Kategoriya:Paytaxtlar TITLE: Avesto «Avesto» — áyyemgi Orta Shıǵıs dini bolǵan zardushtiyliktiń muqaddes kitabı. Bul isenimniń tiykarın salıwshı Zardusht jazǵan «Gatalar» dep atalǵan tórtlikler «Avesto»
wiki_corpus.txt	degen batırlar qutqarıp qaladı. Onı xannıń qızı Minayım menen qosıp murat-maqsetine jetkeredi. Dástan usılay tamam boladı.  TITLE: Astana Astana — Qazaqstannıń paytaxtı. Xalqı: 1 006 574 adam (2017-jıl). 	Derekler  	Kategoriya:Qazaqstan qalaları Kategoriya:Paytaxtlar TITLE: Avesto «Avesto» — áyyemgi Orta Shıǵıs dini bolǵan zardushtiyliktiń muqaddes kitabı. Bul isenimniń tiykarın salıwshı Zardusht jazǵan «Gatalar» dep 
wiki_corpus.txt	etedi. Biz de tap sondaymız. Adam balasına bul ómirdi bilip seziw ushın júz jıldıń ózi de qısqalıq etedi. Sonshama ómirdiń "Bir kún quraqım kórinbeydi" — dep 	jazdı. 	Kategoriya:Ádebiyat  TITLE: Ayapbergen Muwsa ulı Ayapbergen Muwsa ulı(1880-1936) — XIX ásirdiń aqırı XX ásirdiń basındaǵı qaraqalpaq ádebiyatınıń eń iri talantlı shayırlarınıń biri. Ayapbergen Muwsa 
wiki_corpus.txt	tiline awdarǵan. Ásirese onıń awdarmasındaǵı A.S.Pushkinniń «Evgeniy Onegin» poeması sátli shıqqan awdarmalardan esaplanadı. Solay etip, Abay XIX ásirde kózge kóringen túrk tilles xalıqlar 	ádebiyatınıń 	kórnekli wákilleriniń biri bolıp qaldı.  TITLE: Abdiraxman Jámiy Abdiraxman Jámiy — tájik xalqınıń shayırı. 1414-jılı Xorasannıń Jam qalasında tuwıladı. Jámiydiń balalıq dáwirinde shańaraǵı Xiratqa kóship 
wiki_corpus.txt	áhmiyetliligi ushın qaralatuǵın qıyalıy yamasa dóretiwshilik shıǵarmada názerde tutılıwı múmkin.  TITLE: Ájiniyaz Qosıbay ulı Ájiniyaz Qosıbay ulı (ádebiy laqabı Ziywar) — XIX ásirdegi qaraqalpaq klassik ádebiyatınıń 	eń 	kórnekli wákilleriniń biri. Ol dóretiwshiliginde ózine tán ózgeshelikke iye, oǵada talantlı, oqımıslı, medreseni ayrıqsha tamamlaǵan aqun, ulama, kórkem sóz sheberi sıpatında basqalardan ayrılıp turatuǵın 
wiki_corpus.txt	Ábilqasım Ferdawsiy Ábilqasım Ferdawsiy - parsı-tájik klassikleriniń 	arasında 	kórnekli orındı iyeleydi. Ol X ásirdiń aqırı XI ásirdiń baslarında 934-jılı Tús qalasınıń átirapındaǵı Bats awılında dúnyaǵa kelgen. Onıń bizge miyras bolıp qalǵan Shaxnama (
wiki_corpus.txt	qoymadı. Shaxruq mırzanıń óliminen keyin Alisher shańaraǵı Iraqqa kóshti, sońınan Ábilqasım Babur járdeminde Xiratqa qaytıp keledi hám óz oqıwın dawam etedi. Ol jas waqıtlarınan baslap-	aq 	kórnekli parsı shayırı Saadiy Sheraziydiń 'Gúlistań hám 'Bostań shıǵarmaların, sonday-aq Fadratdin Attardıń 'Quslar tiliń qunt penen oqıy baslaydı. Onıń Temuriy shaxzadalarınan bolǵan Xusayn 
wiki_corpus.txt	qaldı. Bulardan eń birinshi mártebe 'Xamsá jazıwdı baslaǵań kórnekli ázerbayjan shayırı Nizamiy Ganjaviy (XII ásir) hám bunnan eki ásir keyin Hind elinde Xısıraw Dexleviy, Nawayınıń 	zamanlası 	kórnekli parsı-tájik shayırı Ábdiraxman Jámiy hám Alisher Nawayınıń ózi. Bul jazılǵan Xamsalar negizinen bir derekke tiykarlanǵan bolsa da, biraq olardıń hárbiri bir-birinen 
wiki_corpus.txt	ápiwayı xalıq mápin jırlaǵan, barlıq nárseden kóre xalıqtı, xalıq táǵdirin oylaǵan, óz keleshegin kórkem dóretpege baǵıshlaǵan haqıyqıy insan edi. Alisher Nawayı 1441-jılı, 9-fevralda sol dáwirdiń 	eń 	kórnekli qalalarınan bolǵan Xirat qalasında tuwıldı. Ákesi Ǵiyasatdin kishkene saray hámeldarlarınan biri bolǵan. Anası Temuriy shaxzadalardıń tárbiyashısı bolǵanı ushında jaslıǵınan baslapaq shaxzada balaları menen 
wiki_corpus.txt	xalıqlar ádebiyatının kórkem sóz sheberleriniń biri Axmed Yugnakiy Yusif Has Hájibten keyingi kózge kóringen ájayıp shayırlardıń biri edi. Shayırdıń tuwılǵan jeri sol waqıttaǵı Qaraxaniyler mámleketiniń 	eń 	kórnekli qalalarınıń biri Yugnak, Túrkstan qalasına jaqın jer dep táriyplenedi. Onıń qaysı jılı tuwılǵanlıǵı belgisiz. Biraqta ol haqqında jazılǵan qosıqta: "Shayırlardıń shayırı, danalardıń danası. 
wiki_corpus.txt	menen bir qatarda bir neshe poemalar da jazǵan. Onıń poemaları arasında «Masǵut», «Iskender» poemaları ayrıqsha orındı iyeleydi. Abay bunnan tısqarı qara sóz benen de násiyatnamalar 	jazıp, 	kórnekli rus klassikleri A.S.Pushkin hám M.Yu.Lermontovtıń bir neshe shıǵarmaların qazaq tiline awdarǵan. Ásirese onıń awdarmasındaǵı A.S.Pushkinniń «Evgeniy Onegin» 
wiki_corpus.txt	qashıp qutıladı. Ájiniyaz Túrkmenstanda júrgen kúnlerinde belgili túrkmen klassigi Maqtımqulınıń qosıqların qunt penen úyrengen. Usıǵan baylanıslı ol Maqtımqulınıń kóp ǵana qosıqların óz dóretpesinen qosıp keńeytip 	jazǵan. 	Kórnekli shayır 1878-jılı eliw tórt jasında qaytıs bolǵan. Shayırdıń denesi Quwandáryanıń boyındaǵı Quwsırıq qoyımshılıǵına jerlengen. 200px|thumb|right| Moynaq rayonındaǵı Ájiniyaz baba maqbarası hám 
wiki_corpus.txt	birge oqıwı hám doslasıwı keleshegi ushın úlken jol ashıp beriwge járdemlesedi. Nawayı on-on eki jaslarınan-aq qosıq jazıwǵa kirisedi. Bul jolda oǵan óz zamanınıń 	eń 	kórnekli shayırlarınan bolǵan Lutfiydiń ustazlıq járdeminiń ayrıqsha bolǵanlıǵı málim. Alisher ata-anasınan jetim qalıp, on bes jaslarınan baslap dostı Xusayn Bayqara menen birlikte Ábilqasım 
wiki_corpus.txt	qalıp, on bes jaslarınan baslap dostı Xusayn Bayqara menen birlikte Ábilqasım Babur sarayına xızmetke kiredi. Sol jılları ol óz zamanınıń eń ájayıp adamları parsı-tájik 	ádebiyatınıń 	kórnekli shayırı Ábdiraxman Jámiy hám Mashxadtıń danıshpan adamları Sayd Xasan Ardasher hám Kamal Turbatiyler menen ushrasqan. Biraq bul dáwirlerde de Xorasan taxtı ushın bolǵan 
wiki_corpus.txt	ájayıp perzenti, danıshpan shayır hám oyshıl Alisher Nawayı XV ásirdiń ózinde-aq pútkúl dúnyaǵa dawrıq sala alǵan Kún shıǵıs klassikalıq ádebiyatında 'Jeti juldızdıń birı esaplanǵan 	eń 	kórnekli sóz ustalarınıń biri edi. Onıń ismi tez waqıttıń ishinde-aq pútkil Kúnshıǵıs penen Batısqa taralıp ketti. Onıń danıshpanlıq penen jazılǵan poeziyası aldında pútkil 
wiki_corpus.txt	dóretiw isinde eliwden artıq shayırlar qatnasqan bolsa da, bul baǵdarda tek tórt adam ǵana putkil dúnyaǵa belgili bolıp qaldı. Bulardan eń birinshi mártebe 'Xamsá jazıwdı 	baslaǵań 	kórnekli ázerbayjan shayırı Nizamiy Ganjaviy (XII ásir) hám bunnan eki ásir keyin Hind elinde Xısıraw Dexleviy, Nawayınıń zamanlası kórnekli parsı-tájik shayırı Ábdiraxman Jámiy 
wiki_corpus.txt	yarım atawda zafaron hám zeytun ósedi. Shárwashılıq gósh-jún hám gósh-sútke qánigelesken. Qaramal, qoy, eshki, shoshqa, qus baǵıladı, nawqanshılıq penen shuǵıllanıladı. Transportı  Transport jolı 	uzınlıǵı — 2 	mıń km den artıq, avtomobil jolları uzınlıǵı 36,7 mıń km, 32 mıń km qattı qatlamlı. Teńiz transportınıń áhmiyeti úlken. Tiykarǵı portı Baku. Baku — Túrkmenbası teńiz paromi 
wiki_corpus.txt	ge túsip qaldı. Ámiwdárya tiykarınan muzlı qarlı suw menen támiynlenip onıń azǵantay bólimin 1 mm jawın-shashın suwı menen támiynlenedi. Nókiske jaqınlaǵanan baslap Ámiwdárya deltası baslanadı. 	Ol 7 	mıń km kv iyeleydi. Ámiwdárya suwǵarmalı jerlerdiń 2,5 mıń gektarın támiynleydi. Ulıwma Qaraqum kanalı aralıǵında házirgi waqıtta 1200 km den zıyat bolıp, kanaldıń suwınıń 20% ti qumǵa 
wiki_corpus.txt	hám gósh-sútke qánigelesken. Qaramal, qoy, eshki, shoshqa, qus baǵıladı, nawqanshılıq penen shuǵıllanıladı. Transportı  Transport jolı uzınlıǵı — 2 mıń km den artıq, avtomobil jolları uzınlıǵı 36,7 mıń 	km, 32 	mıń km qattı qatlamlı. Teńiz transportınıń áhmiyeti úlken. Tiykarǵı portı Baku. Baku — Túrkmenbası teńiz paromi bar. Kura dáryasında keme qatnaydı. Baku-Batumi hám Ali-
wiki_corpus.txt	al qubla Aralda 5 balıq zavodı 1 balıq konserva kombinatı, 20 balıq qabıllaw punkti bolǵan. Aral teńizi jaǵalawında Moynaq qalasında 33 milletke jaqın xalıq jasaǵan. 1960-1990-jıllar aralıǵında Moynaq qalasınıń 	xalǵı 15 	mıń adamǵa qısqarıp, al Qazaqstannıń Qızıl orda oblastı jaǵalawlarında 40 mıńǵa shamalas adamlar kóship ketken. 1992-jılı teńizdiń qáddi 1948-jılǵa salıstırǵanda 50 metrge túsip ketti. 1961-1981-jılları suwdıń 
wiki_corpus.txt	ga ósti. Ámiwdárya hám Sırdáryanıń 64,6 kub metr suwdı suwǵarıw ushın paydalanıldı. 1957-jılı 58 gektarlı Ámiwdáryanıń aǵımı bólimindegi jerinde ondatra terisi jılına 1 mln. dana jetistirildi. Házirgi waqıtta 	ol 10 	mıń danaǵa shamalas awlanadı. Ámiwdárya menen Sırdárya suw jıynawshı maydanı taw bóliminde 350 km kv quraydı. Sırdárya suw balansın qar hám muzlardıń esabınan toplap, al 
wiki_corpus.txt	túrli — 4100 túrden asadı. Oypatlıqlarda shól hám shala shól ósimlikleri, kóbirek putalıqlar, Kura-Arake oypatlıǵınıń sorlaq jerlerinde sora, taw eteklerindegi tegisliklerde juwsan hám juwsan-selew ósedi. 	Ormanzarı 1146 	mıń ga. 2200-2500 m biyikliklerde subalp hám alp otlaqları bar. Haywanat dúnyası hár túrli: jer bawırlawshılar, kemiriwshiler, jabayı jalǵızaq, nutriya, yenot tárizli iyt, dikobrazn, qaplan, 
wiki_corpus.txt	suwınıń ortasha minerallıǵı 0,25 ml/g bolsa, al joqarı bóliminde 0,50 ml/g bolǵan. 1960-jıldan baslap suwdıń duzlılıǵı joqarı dárejede artıp ketti. 1960-jılları tómengi Ámiwdárya bólimindegi qamıslıqlar 	florası 200 	mıń gektar bolıp, onıń ónimdarlıǵı 78-255 ts ge deyin boldı. Dárya suwınıń tartılıp ketiwi sebebinen bul jerlerde qamıslıqlar azayıp ketti. Házirgi waqıtta onıń ónimdarlıǵı 5-15 ts 
wiki_corpus.txt	suw menen támiynlenip onıń azǵantay bólimin 1 mm jawın-shashın suwı menen támiynlenedi. Nókiske jaqınlaǵanan baslap Ámiwdárya deltası baslanadı. Ol 7 mıń km kv iyeleydi. Ámiwdárya suwǵarmalı 	jerlerdiń 2,5 	mıń gektarın támiynleydi. Ulıwma Qaraqum kanalı aralıǵında házirgi waqıtta 1200 km den zıyat bolıp, kanaldıń suwınıń 20% ti qumǵa sińip ketedi, al 22% ti hár qıylı tarmaqlarǵa 
wiki_corpus.txt	N.Abdurahmonov, E.Rizoquliev, músinshilerden E.Husaynova, E.Shomilov, K.Alekperov shigarmaları belgili. Ázerbayjan xudojnikler awqamı 1940-jılı dúzilgen. Muzıka: Ázerbayjan aymaǵınan tabılǵan qoy súwretleri (eramızǵa 	shekemgi 5-3 	mıń jıllıqlarda jaratılǵan), arxeologiyalıq materiallar bul jerde muzıkanıń júdá áyyemgiligin kórsetedi. Miynet qosıqları, tariyxıy hám lirikalıq qosıqlar, házil qosıqlar keń tarqalgan. Qosıqlar kóbinese jeke, 
wiki_corpus.txt	arxitektorı G. M. Alizoda) usılar qatarına kiredi. Mingechaur, Sumgait, Dashkesan sıyaqlı jańa qalalar boy tikledi. Ázerbayjan Arxitektorlar awqamı 1936-jılı dúzilgen. Súwretlew óneri: Ázerbayjan aymaǵınan eramızǵa 	shekemgi 2-1 	mıń jıllıqlarǵa tiyisli saz hám tastan islengen haywanlardıń háykelleri (Naxichevan Avtonomiyalıq Respublikasında qazılmalar Kultepa) hám keramika buyımları (Mingechaur qazılmaları) tabılgan. Jartaslardaǵı súwretlerde adamlar, haywanlar, 
wiki_corpus.txt	gósh-jún hám gósh-sútke qánigelesken. Qaramal, qoy, eshki, shoshqa, qus baǵıladı, nawqanshılıq penen shuǵıllanıladı. Transportı  Transport jolı uzınlıǵı — 2 mıń km den artıq, avtomobil jolları 	uzınlıǵı 36,7 	mıń km, 32 mıń km qattı qatlamlı. Teńiz transportınıń áhmiyeti úlken. Tiykarǵı portı Baku. Baku — Túrkmenbası teńiz paromi bar. Kura dáryasında keme qatnaydı. Baku-Batumi 
wiki_corpus.txt	Yaponiya, Butan, Mongoliya, Vyetnam, Shri-Lanka, Kuveyt, Saudiya Arabstanı, Tayvan.  TITLE: Ázerbayjan Ázerbayjan (Azərbaycan), Ázerbayjan Respublikası (Azərbaycan Respublikası) — Kavkaz artınıń qubla-shıǵıs bóleginde jaylasqan mámleket. 	Maydanı 86,6 	mıń km². Xalqı 9,5 mln. adam (2015). Paytaxtı — Baku qalası. Basqarıw tárepten 61 rayon, 65 qala hám 122 qalashaǵa bólinedi. Naxichevon Avtonomiya Respublikası hám Tawlı Qarabaǵ Ázerbayjan quramına kiredi. 
wiki_corpus.txt	X ásirdiń aqırı XI ásirdiń baslarında 934-jılı Tús qalasınıń átirapındaǵı Bats awılında dúnyaǵa kelgen. Onıń bizge miyras bolıp qalǵan Shaxnama (Shaxlar kitabı yamasa Shaxlar tarıyxı) 	kitabı 120	mıń qatardan aslam qosıq penen jazılǵan. Qırıq ásirden aslam dáwir ishinde jasaǵan 50 patshanıń ómirino óz ishine alǵan. Shayır 35 jıl ómirin usı kitaptı jazıwǵa sarıplaǵan. 
wiki_corpus.txt	haqqında emes. Qubla Afrikada Arqaǵa qaraǵanda jawın kóbirek. Qubla jaǵa boylap tawlı jerler de az. Bul samaldıń bultlardı ákeliwin ańsatlastıradı hám nátiyjede jawın-shashın kóp 	boladı. 	Qubla Afrika Arqa Afrikaday keń emes. Qubla Afrikada bir neshe tropikalıq ıǵal toǵaylar bar. Jasıl jer ıǵal toǵaylardı kórsetedi. Haywanatları  Afrika haywanlarǵa bay. Ol 
wiki_corpus.txt	ellerdiń hawa-rayı salqınraq hám Jer orta teńizi boyındaǵı Evropa mámleketlerindegi hawa-rayına jaqın. Qubla yamasa Kishi Saxara Afrikası  Bul bólim Afrika kontinentiniń qublası haqqında, 	al 	Qubla Afrika mámleketi haqqında emes. Qubla Afrikada Arqaǵa qaraǵanda jawın kóbirek. Qubla jaǵa boylap tawlı jerler de az. Bul samaldıń bultlardı ákeliwin ańsatlastıradı hám 
wiki_corpus.txt	Jer orta teńizi boyındaǵı Evropa mámleketlerindegi hawa-rayına jaqın. Qubla yamasa Kishi Saxara Afrikası  Bul bólim Afrika kontinentiniń qublası haqqında, al Qubla Afrika mámleketi haqqında 	emes. 	Qubla Afrikada Arqaǵa qaraǵanda jawın kóbirek. Qubla jaǵa boylap tawlı jerler de az. Bul samaldıń bultlardı ákeliwin ańsatlastıradı hám nátiyjede jawın-shashın kóp boladı. 
wiki_corpus.txt	jawın kóbirek. Qubla jaǵa boylap tawlı jerler de az. Bul samaldıń bultlardı ákeliwin ańsatlastıradı hám nátiyjede jawın-shashın kóp boladı. Qubla Afrika Arqa Afrikaday keń 	emes. 	Qubla Afrikada bir neshe tropikalıq ıǵal toǵaylar bar. Jasıl jer ıǵal toǵaylardı kórsetedi. Haywanatları  Afrika haywanlarǵa bay. Ol jerde haywanlardıń túrleri kóp. Máselen gepard, 
wiki_corpus.txt	okeanı hám the Hind okeanı menen qorshalǵan, biraq keyingi waqıtları onı qorshaǵan teńizler bir at penen yaǵnıy «Qubla okeanı» dep atalmaqta. Antarktikaǵa eń jaqın materik 	bul 	Qubla Amerika. Antarktikada ádette qısta qaranǵı, jazda jaqtı. Antarktikada ot hám taslar atıwshı bir vulkan bar. Ol Erebus dep ataladı. Basqa web-saytlar  Antarctic 
wiki_corpus.txt	sonıń 24 túri óndiriste áhmiyetli bolǵan. Házirgi waqıtta bul túrlerden hesh qaysı qalmaǵan. Aral teńizinde 1946-jılı 234-320 ts. balıq awlanıp, Qazaqstan bóliminde 5 balıq zavodı, bir balıq kombinatı, 	al 	qubla Aralda 5 balıq zavodı 1 balıq konserva kombinatı, 20 balıq qabıllaw punkti bolǵan. Aral teńizi jaǵalawında Moynaq qalasında 33 milletke jaqın xalıq jasaǵan. 1960-1990-jıllar aralıǵında Moynaq qalasınıń 
wiki_corpus.txt	hawa-rayına jaqın. Qubla yamasa Kishi Saxara Afrikası  Bul bólim Afrika kontinentiniń qublası haqqında, al Qubla Afrika mámleketi haqqında emes. Qubla Afrikada Arqaǵa qaraǵanda jawın 	kóbirek. 	Qubla jaǵa boylap tawlı jerler de az. Bul samaldıń bultlardı ákeliwin ańsatlastıradı hám nátiyjede jawın-shashın kóp boladı. Qubla Afrika Arqa Afrikaday keń emes. 
wiki_corpus.txt	pingvin, tyulen hám kitler bar. Antarktika Tınısh okeanı, Atlantika okeanı hám the Hind okeanı menen qorshalǵan, biraq keyingi waqıtları onı qorshaǵan teńizler bir at penen 	yaǵnıy «	Qubla okeanı» dep atalmaqta. Antarktikaǵa eń jaqın materik bul Qubla Amerika. Antarktikada ádette qısta qaranǵı, jazda jaqtı. Antarktikada ot hám taslar atıwshı bir vulkan 
wiki_corpus.txt	Hawa-rayı ol jerde júdá suwıq. Antarktikanıń 98% ke shamalası muz benen qaplanǵan. Jaǵada jaylasqan McMurdo hám Palmer kishkene qalaların esaplamaǵanda, ol jerde júdá az adam 	jasaydı. 	Qubla polyuste ilim stantsiyası jaylasqan bolıp, ol jerde tiykarınan hawa-rayı hám kosmos izertlewleri menen baylanıslı tájiriybeler alıp barıladı. Antarktikaǵa barıwdı qálegen adamlar tek 
wiki_corpus.txt	basıp ala basladı. 1805-1813 hám 1826-1828-jıllardaǵı Rossiya-Iran urısları nátiyjesinde házirgi Ázerbayjannıń kóp bólegi Rossiya mámleketi quramına ótti. Rossiya menen Iran arasındaǵı Gúlistan shártnamasına qaray belgilengen 	Ázerbayjannıń 	qubla shegaraları házirge shekem ámel etip kelmekte. 1917-jıl noyabrde shoro hákimiyatı ornatıldı. 1918-jıl 28-mayda Ázerbayjan Respublikası daǵaza etildi. 1920-jıl 28-aprelde Ázerbayjan SSR dúzildi. 1922-jıl 12-
wiki_corpus.txt	Akespe) den 80 m tereńlikten arxeologiyalıq qazılmalar boyınsha tasqa aylanǵan kit omırtqasınıń hám qızıl balıqtıń súyekleri tabıldı, ol oligatsena dáwirinde jasaǵanı anıqlandı. Usı orınǵa jaqın yamasa 	Nókistiń 	qubla tárepinde jaylasqan Shılpıqtıń átiraplarınan akula tisi qaldıǵı tabıldı, bul sonnan derek beredi teńiz áyyemgi dáwirlerde dúnyalıq okeanlar menen baylansta bolǵanın kórsetedi. Юyyemgi tariyxıy 
wiki_corpus.txt	menen birge, Qıtay hám Hindistan dúnyadaǵı xalqınıń sanı boyınsha eń úlken mámleketler esaplanadı. Uzın, tiykarınan qurǵaq jer batısta Evropa menen Azianı ajıratıp turadı. Bul shegara 	Arqa-	Qubla tárepke Rossiyada Ural tawlarına shekem, Ural daryası boylap Kaspiy teńizine hám Kavkaz tawları arqalı Qara teńizge shekem dawam etedi. Rossiyanıń tórtten úsh bólimi 
wiki_corpus.txt	ekenligin kórsetiw ushın qollanıladı. Bul ósimliklerge bay oazis Liviyada jaylasqan. Alıs arqadaǵı ellerdiń hawa-rayı salqınraq hám Jer orta teńizi boyındaǵı Evropa mámleketlerindegi hawa-rayına 	jaqın. 	Qubla yamasa Kishi Saxara Afrikası  Bul bólim Afrika kontinentiniń qublası haqqında, al Qubla Afrika mámleketi haqqında emes. Qubla Afrikada Arqaǵa qaraǵanda jawın kóbirek. Qubla 
wiki_corpus.txt	hám qarız minnetlemesi, hám dáramat alıw huqıqı, hám dáramattıń bir bólegin tólew minnetlemesi. Ol bóleklengen hújjet yamasa schetlardaǵı jazıw formasında bolıwı múmkin. Hár qanday ekonomikalıq 	kategoriya 	sıpatında bahalı qaǵaz tiyisli bazar sıpatlamalarına iye, olar iyelik etiw, shıǵarıw formasına, bahalı qaǵazǵa qoyılmalar qáwpi dárejesin, dáramattı tólew formaların hám t.b. óz 
wiki_corpus.txt	XIX ásirdegi qaraqalpaq klassik ádebiyatınıń eń kórnekli wákilleriniń biri. Ol dóretiwshiliginde ózine tán ózgeshelikke iye, oǵada talantlı, oqımıslı, medreseni ayrıqsha tamamlaǵan aqun, ulama, kórkem sóz 	sheberi 	sıpatında basqalardan ayrılıp turatuǵın uqıplılıq penen óz dáwiriniń progressiv idealların júzege shıǵardı, anıq turmıs haqıyqatlıǵına sheber qurılǵan poetikalıq obrazlı ibaralardi ótkir oy-pikirleri menen 
wiki_corpus.txt	baslaǵan. Ol jası úlkeygennen keyin Shveycariyada mektepte oqıwǵa ketedi. Oqıwın pitkergennen keyin ol sol jerde patent byurosına jumısqa kiredi. Jumıs islewi dawamında ol onı ullı 	ilimpaz 	sıpatında belgili qılǵan jumısların jazǵan. Birinshi dúnya júzlik urıs baslanbastan aldın, ol Germaniyaǵa qaytadı hám sol jerde mektep direktorı boladı. Ol natsistlik húkimet kúshke 
wiki_corpus.txt	eń iri bólegi bolıp, ómir turmıstıń úzliksiz háreket etiw koncepciyası bolıp esaplanadı. Ómirdiń úzliksiz háreket etiw haqqındaǵı tálimatı Adam turmısı qayta dóreliwlerdiń tawsılmaytuǵın dizbeginiń belgili 	forması 	sıpatında bólinedi. Turmıstıń úzliksiz háreket etiwi máńgilik, dúnyadaǵı barlıq nárseler oǵan baǵınadı. B.e.sh. I-shi mıńınshı jıllardıń ortasında İnonyada ideologiyadan ǵárezsiz jańa 
wiki_corpus.txt	Bul tiri organizmdi qalay klassifikaciyalaw kerek?', 'Bul tiri organizm ne atqaradı?' Biologiya haywanlardıń hám basqa organizmlerdiń ózin tutıwın, háreketin hám olar qanday ekenligin baqlaydı.  Biologiya 	ilim 	sıpatında júzlegen jıllardan beri belgili hám onıń bólim hám tarawları kóp. Tarawlardıń kópshiligi óz aldına qaraladı. Barlıq ilimler sıyaqlı biologiya da ilimiy metodtan paydalanadı. 
wiki_corpus.txt	xalıqlarǵa keńnen málim. A.Jámiy Álisher Nawayınıń zamanlası, ustazı, dostı boldı. Nawayı Jámiydi ustaz, ullı sóz zergeri (ustası) dep bahalaǵan. Jámiy de Nawayını ullı sóz 	ustası 	sıpatında kórsetti. Oǵan arnap ayırım shıǵarmalar jazdı. Ol Nizamiy Ganjaviy, Xısraw Dehlaviyden keyin shıǵıs ádebiyatında «Xamsa» jazǵan úlken talant iyesi edi. Oniń bir qatar 
wiki_corpus.txt	adamlar onı Molla Muwsa dep ataǵan. Ayapbergen Muwsa ulı jas waqıtlarınan-aq awıllıq mektepte oqıp sawatın ashqan. Ol jas gezlerinen-aq qatıqulaq, kórkem sózge sheber 	bala 	sıpatında kózge túsedi. Ayapbergen 15-20 jaslarında awıl elge tanılǵan shayır-qıssaxan bolıp jetilisedi. Shayırdıń shayırshılıq uqıbınıń jetilisip kiyatırǵan basqıshlarında qaraqalpaq xalqınıń tariyxıy-siyasiy, jámiyetlik, mádeniy 
wiki_corpus.txt	Olimpiada oyınları b.e.sh. 776-jılı payda boldı. Áyyemgi Gretsiyada Olimpiya oyınlarınıń payda bolıwı bul Gretsiyada Sparta hám Elida qalaları arasında paraxatshılıqtıń ornawı bolıp sport 	bayramı 	sıpatında payda boldı.  Áyyemgi Greklerdiń Olimpiada oyınlar dástúrine hár qıylı aralıqlarǵa juwırıw, disk ılaqtırıw, nayza ılaqtırıw kirgizildi. B.e.sh. 490-jılı marafon aralıǵına juwırıw 
wiki_corpus.txt	onıń tıńlawshılardıń jasawınıń deregi anıqlanadı.  Montrlerdiń táliymatı Konfutsiy táliymatına qarama-qarsı turadı.  Eń sońında "legizm" urısıwshı mámleketlerdiń dáwirindegi sotsiallıq siyasiy ózgerisler máselelerine dıqqat ayrıqsha awdarǵan 	táliymat 	sıpatında qáliplesti. Onıń wákilleri sotsiallıq teoriya menen mámleketlik basqarıwdıń problemaları menen shuǵıllandı.  TITLE: Abay Qunanbay ulı Abay Qunanbay ulı — XIX ásirdegi qazaq shayırı. Ol 
